X0,X1,X2,X3,X4,X5,X6,X7,X8,X9
1.091717103550954,-2.9786490175232134,-0.5874134590618687,4.712677750674481,-11.16490025461485,14.254383168772714,3.27753416057326,6.909668339444886,-1.1113556245204517,-2.003001884916742
-4.804975985425985,8.456503831396692,1.9135101147014413,0.051479702496040065,15.541504804913846,4.40271823029495,2.7361778889873687,-6.677230087176535,3.4308888185469915,-1.7987656189350187
2.356258342833161,-4.254652325883917,-1.5270200548324209,2.564443306479933,-12.479998493248653,11.289411991626125,3.3790043512147365,3.182682318205456,-3.4927700596156264,-3.8180576149018592
-17.15567162608722,-3.6521183287733465,-2.2553631780821193,-2.162216670213081,-7.060946843668057,-2.828268848028465,-4.992037069139807,10.93791331258323,-5.345957877042407,-3.0402777407277224
-1.19637038435883,-3.9077938869063216,-5.798210302236144,0.3539412060670837,-6.311879519075415,14.253183896081813,7.891433420079317,4.473667462791743,-2.2047073293748403,-4.903332930254273
3.025694033833,12.492093265614118,-1.0313336812112277,2.6519345372816137,5.4064806068716855,4.851177040302644,-2.6947693735508444,-10.077359490736402,-14.7020633318314,5.404225700053779
2.0631481750363454,4.071237897163643,1.2105317636194717,-4.109536078819408,-18.154142502997587,0.5841338340156661,-3.5652076048802592,2.7061083359915274,-1.342888352326861,2.709521670553809
1.943431736528551,11.417145645889507,-4.3627085016194584,2.2729527082401355,3.2009147798055477,-3.919666714881135,-0.4549386305918404,-7.135814479321726,-12.62752980629184,3.554331634918119
-14.458822751323634,5.469591160569934,-0.2646957459559772,-1.0463112178559375,-2.6985780234301364,-3.5670011341477204,-1.5750164238407256,8.769894180337927,-5.904835262534983,-8.076108241616161
-3.0672021218682763,-2.1786617936854316,-2.7956913295177217,7.366143511941159,-10.120853856580624,11.32265337879786,1.225995939868529,5.218387839562162,1.5485999023094363,-5.800864030852561
1.6436994537218759,6.524190198604832,1.6532760721275055,-6.656383135617123,-22.078241200487213,-2.3274408222480307,-2.53559569226905,2.5421360237962687,3.6897039622603964,4.482595048618881
2.2502287704980164,10.359323085011377,-0.36974032462294937,3.8281373697381436,2.8173247808388733,-8.107196154888985,-2.224793157621048,-9.345936761095805,-9.231817172504083,2.068915124422129
-20.109078268525828,6.222724675067141,1.144019224394664,-1.7864786797414718,-1.2409798582481664,-2.4946808481448923,-5.476485543341515,9.628172939441088,-8.141220384917379,-4.170180709305225
1.8216267710824732,-2.44135881591642,-3.7230309037445695,2.660530439785737,-7.9765303338116125,8.955777059781816,5.427845942674008,5.521842493934165,0.9813872124691954,-6.129534876086107
-0.12618652512260176,4.150558048340652,4.375072766603806,-6.488749596676621,-16.084982741446527,-1.4766663551719457,2.602536946594054,-3.363788954853835,2.6975923742149672,-1.567165926750974
2.59787728093455,5.363273055111674,3.0092376970934875,-5.277380072521176,-22.41643522808226,-6.452127945920713,-5.517664396478472,-0.5670725130772577,3.114469435039032,-1.269220485046484
-0.6156414191298287,5.068020872500119,-2.648065763854158,-3.623913793506025,12.95004744213886,3.8490851347173898,-1.6546952950030025,-7.2621962072403825,2.7772242722969773,1.5836107478176602
4.0685264974142745,-5.180958415476091,-2.824391332326264,7.365104403583133,-12.111103825258544,12.722570476692386,4.294484218756711,8.200409988572973,-0.3487484268032188,-3.2845883554190203
1.4227452998071874,-5.0697062573866525,-2.8453374780777074,2.3928638423515496,-12.21884818967551,9.6126752389675,3.96888638585288,4.026060478476877,-3.5828140184599366,-0.8355130666932387
-6.226454148812518,5.4982178623030125,-4.885542375913952,-4.649338338030184,17.797104017326696,0.2599637357433635,1.8589391560753616,-7.0051532671992955,0.7346115243488571,1.015925547521814
-18.03062835410716,-1.3764291836230376,1.8753145628508976,-5.396188616132862,-3.2689061503811088,-1.5509315597999243,-2.2571077649326634,7.850922996375909,-6.834700848155763,-4.532564367242881
-1.8227817494828864,11.75662086485242,-3.2845969643090456,6.301790849809589,7.255300855280049,-2.5946247581917863,-7.149299294998343,-10.644589916649377,-12.802714051179509,2.2093152434252272
-0.4612756352506473,6.256096931751539,0.14230132912152293,-3.2631608858864354,-18.791381569260075,-2.4234426130223468,3.396680828735505,4.386377583819199,-2.5485984607972982,1.6279045250563138
2.2345033784491832,2.5123032079082557,-3.105449441543703,4.310219953815845,-8.63372103400762,14.09934368014842,5.670248536327655,4.209284619463737,-1.030206642254651,-2.7739064142376657
-0.3110301051865243,4.901997716834839,-0.8228340284952429,-6.590603618066074,-15.846760121910894,3.762041251163808,-1.7333889746138265,1.741156940106884,1.5008627988334475,2.6508552373703567
1.4355103976813717,12.322948883927962,2.3593683265253795,1.7294868892067583,1.093322307442615,2.7771964178687423,-2.077107913170839,-5.456227960570611,-12.540551480941739,2.583276492566013
2.2696995554001917,12.25518604354392,-2.028441098193816,3.3141049797217983,4.928144386577953,-4.342777745544692,-7.781805678679883,-8.116555786710357,-14.487161825011091,4.383549993601111
3.970100467336725,-3.0276174895200567,-4.301727544233412,4.177367069863332,-11.820075876048195,7.925550983532784,5.107678049435466,7.598635165596411,-7.1733975139451385,-7.038691326021046
-1.5462581346374271,-6.041747914751983,-5.618264736287626,5.24418887316021,-10.224221920262655,13.19240048996459,3.8728561810339728,4.962852386055914,-1.806735807599852,-7.945222917252088
2.6837910427917016,-2.6578692660265872,-4.736916382346677,1.0428642191397817,-12.955069908999505,13.457958015371403,10.480029882543588,7.441188654610738,3.0380468180560087,-3.049153131501016
4.815531289912613,3.74152610377258,6.159853584559518,-5.103989137149712,-19.380991728290667,0.7148766077379116,-3.5530610061216414,-2.0666029687404714,-0.046838803521632943,1.7110541525248006
2.3335990629003818,12.687346902131956,-1.3738996243267838,4.955853469787662,3.8346469227811055,0.4688596763553092,-6.410625391357807,-9.24970610873992,-14.36737341176009,0.4516443649242112
-6.67917104619942,4.926055460358743,-3.162144988274442,-3.2844396905904145,17.36718207951926,3.220134917534765,0.07105741402947968,-6.176727791732088,2.8098258405517864,-0.2806178559705056
0.3548208368549404,3.9527506608019074,3.9271116309714085,-6.296113447782535,-15.74236176646786,-0.918155374693426,-3.579084192765653,1.024850606109822,-1.041818019371722,3.4146793772537194
3.0469654382922773,-4.534527637001662,-4.862228811655287,3.143839629746224,-8.491215528417763,11.268374703867886,5.745318142949414,9.187897453185636,-1.1795540795251456,-4.180255281838339
-8.901501978265687,10.229510425763387,-4.309927014577173,-1.7512239489965633,16.071992964968786,4.803273312531278,4.850206370342646,-6.901114017070744,0.8995819761909309,-4.666416636009358
-17.912096796014946,-0.8383352990304145,0.11541557279705153,-2.0752413745573683,-2.410977504283617,-0.07864818730380385,-1.459717940661192,4.481786672151954,-6.546637397566947,-1.8485863411437335
-1.5974402907056913,7.944702250739113,-1.692229543820168,7.8941058688247745,4.377965474472837,-2.6292477966333214,-5.957719652981651,-6.512543502102716,-14.44922863595383,4.8081672027731
5.513653527807142,-2.5112381292068635,-7.464348568218162,-1.1143213272712815,-10.765554376616675,9.056725564359311,4.22009256861221,7.121281901336437,-0.11665737536747645,-4.429043715076852
-0.16642596501751414,3.5981916267530245,-1.8375580094611896,-12.447934891095336,-16.50696965414604,-4.470831925622419,0.9516359133990908,2.38518730519114,0.8714110042149481,1.2891291550559805
-0.5600388100420908,4.420946909119005,0.8123840945630751,-5.155636440353227,-21.312972149801947,-2.60471891736722,1.1828240624665756,2.4367875721739067,0.6269267152022017,5.619464578632892
-7.536974512878362,4.625095655362408,-2.9285864773661,-4.444931728365184,15.09862075836774,6.1733424394440535,-1.5629841104555138,-11.617816285311847,3.904045487940461,1.3980479308721332
2.21088477477978,6.683539489250588,3.7130902782097213,-4.824752191558197,-22.450881924593826,0.6675324956835784,0.4690365190661631,3.0583729648153133,1.1888619839897046,3.3896178534295185
6.035470167596332,-7.426834365712698,-4.196756309261638,6.008279519081497,-12.417396832699977,14.16685787416217,4.572651574744864,4.649264914489415,2.9068284111074747,-5.938259673932968
-3.6487593239278313,3.9770216785551593,-1.5656704551549006,-4.408963697123118,19.479993644457004,6.708969852130062,1.2591912097433278,-2.41395972489015,1.0593445809631559,1.939456164099516
-16.349256461933486,2.7131918778637667,4.711081499436816,-3.471135512580144,-2.627124816879053,0.2519387396024524,1.4973667955067411,4.991167847902231,-5.379316397523936,-5.201961651209802
-2.33012165712526,7.596518731157997,-1.6246409978751586,-2.2823553880436616,15.647808859511152,4.069190202874704,4.063273662673374,-4.080810707011791,2.3660896543616627,-0.4616243331058435
-12.980702362141312,3.0715584808058622,-2.788157573901432,-1.096546846328446,-6.648644996990766,-3.810449547297013,0.015438749602278534,7.554480135062913,-4.276709928892916,-6.444703399333861
-15.580178183309126,5.04970634078051,-0.3634280533028518,-2.4733559739066004,-4.663454899710937,0.5207411401508779,-0.1938064961732801,8.542610717500343,-4.000060302335574,-8.541119383029589
0.7489165209201837,10.979987113402084,0.005090488732861331,3.2520405250798983,1.903015839400937,-6.572068741588027,-6.2783229019635725,-7.838755758410307,-11.438930139215287,3.0632658357434392
-13.947862023995226,0.831410748963443,-1.5479338975738104,-2.384442987375505,-4.865723119350309,-1.6411032232568463,0.06955405379007984,7.7575217005929025,-2.4589131207297616,-3.6427226956328185
6.204422967326988,-3.6889560310439298,-2.8993495409580152,0.2822975247270678,-10.74971200319474,13.4788590459471,5.803355334163731,10.120019728435537,-4.229232947251576,-2.652832060733323
-19.177248897667067,-0.8909369706496615,1.0927804478536245,-3.7161194833243294,1.2875008228368294,0.2468559397960701,-0.11753747353995715,7.916518224896243,-4.6309472299668055,-3.046052955666417
1.0487427532731652,-8.471990707491393,-3.0472872411819973,2.8319332772740067,-13.79855040003075,11.543114854094233,2.8605945467038856,7.952222587840855,-2.8459853761071665,-3.638491478803594
