,0,1,2,3,4,5,6,7,8,9,class,label
0,1.091717103550954,-2.978649017523213,-0.5874134590618687,4.712677750674481,-11.16490025461485,14.254383168772714,3.2775341605732597,6.909668339444886,-1.1113556245204517,-2.003001884916742,1,B
1,-4.804975985425985,8.456503831396692,1.9135101147014413,0.05147970249604007,15.541504804913846,4.40271823029495,2.7361778889873687,-6.677230087176535,3.4308888185469915,-1.7987656189350187,4,A
2,2.356258342833161,-4.254652325883917,-1.5270200548324209,2.564443306479933,-12.479998493248653,11.289411991626125,3.3790043512147365,3.182682318205456,-3.4927700596156264,-3.8180576149018592,1,B
3,-17.15567162608722,-3.6521183287733465,-2.2553631780821197,-2.162216670213081,-7.060946843668058,-2.828268848028465,-4.992037069139807,10.93791331258323,-5.345957877042407,-3.0402777407277224,3,B
4,-1.19637038435883,-3.9077938869063216,-5.798210302236144,0.3539412060670837,-6.311879519075415,14.253183896081813,7.891433420079317,4.473667462791743,-2.2047073293748403,-4.903332930254273,1,B
5,3.025694033833,12.492093265614116,-1.0313336812112277,2.6519345372816137,5.4064806068716855,4.851177040302644,-2.6947693735508444,-10.077359490736402,-14.7020633318314,5.404225700053779,0,B
6,2.0631481750363454,4.071237897163643,1.2105317636194717,-4.109536078819408,-18.154142502997587,0.5841338340156661,-3.5652076048802592,2.7061083359915274,-1.3428883523268607,2.709521670553809,2,A
7,1.943431736528551,11.417145645889509,-4.362708501619458,2.2729527082401355,3.200914779805548,-3.9196667148811346,-0.4549386305918404,-7.135814479321726,-12.62752980629184,3.554331634918119,0,B
8,-14.458822751323636,5.469591160569934,-0.2646957459559772,-1.0463112178559375,-2.6985780234301364,-3.5670011341477204,-1.5750164238407256,8.769894180337927,-5.904835262534982,-8.076108241616161,3,B
9,-3.0672021218682763,-2.178661793685432,-2.7956913295177217,7.366143511941159,-10.120853856580624,11.32265337879786,1.225995939868529,5.218387839562162,1.5485999023094363,-5.800864030852561,1,B
10,1.643699453721876,6.524190198604832,1.6532760721275055,-6.656383135617123,-22.078241200487213,-2.3274408222480307,-2.53559569226905,2.5421360237962687,3.689703962260397,4.482595048618881,2,A
11,2.2502287704980164,10.359323085011377,-0.36974032462294937,3.828137369738144,2.8173247808388733,-8.107196154888985,-2.2247931576210482,-9.345936761095805,-9.231817172504083,2.068915124422129,0,B
12,-20.109078268525828,6.222724675067141,1.144019224394664,-1.7864786797414718,-1.2409798582481664,-2.4946808481448923,-5.476485543341515,9.628172939441088,-8.141220384917379,-4.170180709305225,3,B
13,1.8216267710824727,-2.44135881591642,-3.7230309037445695,2.660530439785737,-7.9765303338116125,8.955777059781816,5.427845942674008,5.521842493934165,0.9813872124691954,-6.129534876086107,1,B
14,-0.12618652512260176,4.150558048340652,4.375072766603806,-6.488749596676621,-16.084982741446527,-1.4766663551719457,2.602536946594054,-3.363788954853835,2.6975923742149672,-1.567165926750974,2,A
15,2.59787728093455,5.363273055111674,3.0092376970934875,-5.277380072521176,-22.41643522808226,-6.452127945920713,-5.517664396478472,-0.5670725130772577,3.1144694350390316,-1.269220485046484,2,A
16,-0.6156414191298287,5.068020872500119,-2.648065763854158,-3.6239137935060253,12.95004744213886,3.8490851347173898,-1.6546952950030025,-7.2621962072403825,2.7772242722969773,1.5836107478176602,4,A
17,4.0685264974142745,-5.180958415476091,-2.8243913323262637,7.365104403583133,-12.111103825258546,12.722570476692386,4.294484218756711,8.200409988572973,-0.3487484268032188,-3.2845883554190203,1,B
18,1.4227452998071874,-5.0697062573866525,-2.8453374780777074,2.3928638423515496,-12.21884818967551,9.6126752389675,3.96888638585288,4.026060478476877,-3.5828140184599366,-0.8355130666932387,1,B
19,-6.226454148812518,5.4982178623030125,-4.885542375913952,-4.649338338030184,17.797104017326696,0.2599637357433635,1.8589391560753616,-7.005153267199296,0.7346115243488571,1.015925547521814,4,A
20,-18.03062835410716,-1.3764291836230376,1.8753145628508976,-5.3961886161328625,-3.2689061503811088,-1.5509315597999245,-2.2571077649326634,7.850922996375909,-6.834700848155763,-4.532564367242881,3,B
21,-1.8227817494828864,11.756620864852419,-3.2845969643090456,6.301790849809589,7.255300855280049,-2.5946247581917863,-7.149299294998343,-10.644589916649377,-12.802714051179507,2.2093152434252272,0,B
22,-0.4612756352506473,6.2560969317515385,0.14230132912152293,-3.2631608858864354,-18.791381569260075,-2.4234426130223468,3.3966808287355046,4.386377583819199,-2.5485984607972982,1.6279045250563138,2,A
23,2.2345033784491832,2.512303207908256,-3.105449441543703,4.310219953815845,-8.63372103400762,14.09934368014842,5.670248536327655,4.209284619463737,-1.030206642254651,-2.7739064142376657,1,B
24,-0.3110301051865243,4.901997716834839,-0.8228340284952429,-6.590603618066074,-15.846760121910894,3.762041251163808,-1.7333889746138265,1.741156940106884,1.5008627988334475,2.6508552373703567,2,A
25,1.4355103976813717,12.322948883927962,2.3593683265253795,1.7294868892067583,1.093322307442615,2.7771964178687423,-2.077107913170839,-5.456227960570611,-12.540551480941739,2.583276492566013,0,B
26,2.269699555400192,12.25518604354392,-2.028441098193816,3.3141049797217983,4.928144386577953,-4.342777745544692,-7.781805678679882,-8.116555786710357,-14.487161825011091,4.383549993601111,0,B
